sv,np,ip,10
fp,ov,ge,6
va,bi,rs,3
ou,x ,il,4
in,lp,im,4
su,uj,mm,10
qy,dt,cq,4
fb,fa,oh,10
fa,fp,za,1
wv,hl,ne,8
ar,es, d,4
ay,uy,bq,4
bv,zo,qw,4
fs,st,gw,8
yd,zk,op,6
ia,ph,we,3
wv,_i,bv,4
uz,jr,gm,4
zw,du,un,4
ui,ue,ba,7
bk,uk,uq,7
sa,jt,kt,7
xn,rs,sa,8
wb,eb,ho,7
iy,nm,pg,7
gx,zb,dt,6
yd,ca,oo,7
xe,ew,ws,1
ml,pe,bc,7
vs,q ,z ,4
nu,ao,ft,4
gw,rf,aq,4
aw,rn,vx,10
kz,n ,rz,8
yr,fe,ne,10
pq,hz, p,4
rh,_a,lu,1
_t,fr,qa,7
kz,ff,ns,1
mc,qm,kh,10
eo,lt,ap,3
vz,xv,pb,3
qj,dw,ar,6
yd,id,so,6
it,xl,bb,4
aj,ez,if,6
qm,se,uj,6
xt,dp,kk,8
wi,ef,tm,7
_f,vf,nt,7
zu,fj,cv,6
vr,uz,z ,3
jw,zv,ug,3
q ,xj,wh,6
or,os,sf,8
ov,sa,yv,6
xl,jc,ko,3
ms,ki,yo,10
gr,us,wx,3
kx,lg,fy,1
mk,ar,wz,8
qu,hk,tx,6
vu,vu,dl,3
vz,my,el,4
av,wv,ge,3
qp,b ,xx,6
de,od,aj,7
jr,vz,xt,6
xt,cr,eq,1
nr,bz,la,1
li,_x,bh,8
wo,z ,tt,6
xt,ub,do,3
mm,ud,an,1
cm,iz,oc,7
yi,ba,rc,6
qq,zp,ca,1
lm,_l,dm,6
wc,qj,ea,10
e ,nf,im,10
kr,kg,xw,3
fj,s ,zp,10
yx,pt,us,6
ot,of,ll,8
cn,in,iz,6
hv,fd,dg,4
ht,yu, b,3
ri,mc,nx,4
mb,xt,uz,3
rz,xu,od,3
tj,rt,on,8
po,wv,kn,8
ol,qz,hd,4
vv,gm,bs,1
aq,ag,ed,8
ci,um,sr,3
az,wv,qk,8
yk,wc,pa,6
th,mi,ng,3
mt,vc,th,8
_b,zp,xw,1
fx,xi,o ,3
cu,ma, g,7
zr,qc,jn,1
bu,jg,kt,6
hb,iy,ae,6
xz,ky,ee,7
lj,wk,vu,1
ns,ze,fl,8
qq,sz,op,8
vr,cz,iz,1
su,le,ul,3
