2021-01-04 16:30:00,4,ts,tk,sp
2021-01-04 17:30:00,6,et,ia,oc
2021-01-04 18:00:00,10,zd,_s,uu
2021-01-04 18:00:00,4,fu,df,os
2021-01-05 09:00:00,4,y ,wn,sy
2021-01-05 09:30:00,3,yv,nn,tb
2021-01-05 10:30:00,8,tj,zc,na
2021-01-05 15:00:00,3,cd,tj,up
2021-01-05 15:30:00,8,kq,xy,xz
2021-01-05 16:00:00,6,px,mg,hg
2021-01-05 16:30:00,1,ec,mz,jj
2021-01-05 16:30:00,3,gw,bl,mw
2021-01-05 17:00:00,4,jo,lr,he
2021-01-05 17:30:00,4,mt,tl,bc
2021-01-05 17:30:00,6,fg,ca,ux
2021-01-05 18:00:00,8,ur,uh,mh
2021-01-06 08:30:00,10,wd,ys,mb
2021-01-06 08:30:00,3,tl,rd,mf
2021-01-06 08:30:00,8,ab,rz,t
2021-01-06 08:30:00,8,rc,lx,kb
2021-01-06 09:30:00,10,py,pk,ek
2021-01-06 10:30:00,6,ah,go,sc
2021-01-06 12:00:00,3,qz,ot,rl
2021-01-06 12:30:00,6,_z,bj,gu
2021-01-06 15:00:00,8,gf,zl,gq
2021-01-06 16:00:00,1,vc,jq,rg
2021-01-06 17:30:00,6,to,bw,zh
2021-01-07 08:30:00,1,fj,vf,ss
2021-01-07 09:30:00,4,ld,et,mc
2021-01-07 09:30:00,8,fz,cs,fx
2021-01-07 10:00:00,6,gt,ud,xd
2021-01-07 10:00:00,8,hj,gk,zz
2021-01-07 10:30:00,3,fp,eq,vw
2021-01-07 10:30:00,7,yq,kd,eh
2021-01-07 10:30:00,8,qm,re,ik
2021-01-07 11:30:00,10,ax,pt,ji
2021-01-07 12:00:00,3,nn,vt,oo
2021-01-07 12:00:00,4,ye,ah,tu
2021-01-07 12:30:00,7,ae,uv,vc
2021-01-07 14:00:00,1,re,so,jg
2021-01-07 14:00:00,6,yl,hz,qd
2021-01-07 14:30:00,7,oh,aa,fy
2021-01-07 15:30:00,10,hd,cc,wl
2021-01-07 16:00:00,4,vd,ch,es
2021-01-07 16:00:00,8,gp,ro,ij
2021-01-07 17:00:00,7,bf,qw,po
2021-01-07 17:00:00,8,ag,vj,vz
2021-01-07 17:30:00,7,er,be,bg
2021-01-07 17:30:00,8,pl,za,zm
2021-01-07 18:00:00,1,pv,to,bs
2021-01-07 18:00:00,7,yp,wm,eu
2021-01-08 08:30:00,1,lo,xy,ul
2021-01-08 08:30:00,10,od,sc,qp
2021-01-08 10:00:00,8,yn,_o,qk
2021-01-08 11:00:00,1,gz,vf,xq
2021-01-08 11:30:00,6,zx,xb,d 
2021-01-08 12:30:00,3,wu,vy,jc
2021-01-08 12:30:00,4,tk,gu,kc
2021-01-08 14:00:00,7,jq,hm,sd
2021-01-08 14:30:00,7,ck,nv,qg
2021-01-08 15:00:00,3,_n,_x,xv
2021-01-08 15:00:00,4,he,dr,lm
2021-01-08 15:00:00,4,as,aj,yr
2021-01-08 16:00:00,4,lw,ff,hs
2021-01-08 16:00:00,6,pt,ua,cz
2021-01-08 17:00:00,10,zc,tg,ke
2021-01-09 08:30:00,3,ot,ff,g 
2021-01-09 08:30:00,7,gp,lm,bg
2021-01-09 09:00:00,4,ay,zj,bj
2021-01-09 09:00:00,6,va,jz,hr
2021-01-09 10:00:00,10,ec,nw,p 
2021-01-09 10:00:00,3,fs,xn,o
2021-01-09 11:30:00,8,om,nw,ij
2021-01-09 11:30:00,8,nc,vy,du
2021-01-09 12:00:00,4,af,wy,ys
2021-01-09 12:00:00,6,vc,qb,ez
2021-01-09 15:30:00,1,ej,jo,a
2021-01-09 17:30:00,3,wn,jp,xa
2021-01-10 08:00:00,7,za,tl,je
2021-01-10 10:30:00,6,zx,xb,d 
2021-01-10 10:30:00,8,kw,cp,zl
2021-01-10 11:30:00,4,cs,wg,re
2021-01-10 12:00:00,6,uh,nu,ag
2021-01-10 12:30:00,10,bz,gu,hz
2021-01-10 12:30:00,8,kq,xy,xz
2021-01-10 15:00:00,4,nf,wx,ev
2021-01-10 15:00:00,6,we,kh,ge
2021-01-10 15:30:00,4,ri,ef,kt
2021-01-10 17:30:00,8,vo,je,nb
2021-01-11 11:00:00,3,ny,ht,vh
2021-01-11 12:00:00,7,dp,_c,qu
2021-01-11 12:30:00,8,ve,qy,rw
2021-01-11 15:00:00,7,yp,wm,eu
2021-01-11 16:00:00,1,cp,qy,uc
2021-01-11 16:00:00,7,nj,gn,qo
2021-01-11 16:30:00,10,ix,z ,to
2021-01-11 17:00:00,3,vd,hh,g 
2021-01-11 17:30:00,10,dd,vt,ly
2021-01-11 17:30:00,3,mk,wy,el
2021-01-12 10:30:00,1,qr,jv,ly
2021-01-12 10:30:00,10,_c,oa,mo
2021-01-12 11:00:00,3,me,tr,of
2021-01-12 11:30:00,7,ct,ul,cc
2021-01-12 12:30:00,6,oo,tl,ij
2021-01-12 15:00:00,3,zl,rm,yv
2021-01-12 16:00:00,4,_y,um,qo
2021-01-12 16:30:00,7,ds,pt,tl
2021-01-12 17:00:00,10,ib,ig,ix
2021-01-12 17:30:00,10,rz,ax,so
2021-01-12 17:30:00,3,rw,_g,qu
2021-01-13 08:00:00,8,ap,gb,wb
2021-01-13 11:00:00,3,fk,ll,d 
2021-01-13 11:00:00,6,ck,rq,vn
2021-01-13 12:30:00,10,se,bj,xm
2021-01-13 12:30:00,6,bz,kw,dh
2021-01-13 14:00:00,1,sr,kp,bv
2021-01-13 14:00:00,6,tt,ut,hq
2021-01-13 15:00:00,1,dd,zp,hz
2021-01-13 15:30:00,7,uv,uu,wd
2021-01-14 08:00:00,8,tx,kr,sc
2021-01-14 09:00:00,4,oa,nn,sl
2021-01-14 09:00:00,6,xh,db,xz
2021-01-14 10:00:00,7,cu,jf,qt
2021-01-14 11:30:00,6,zv,hj,fb
2021-01-14 14:00:00,10,ec,nw,p 
2021-01-14 14:00:00,7,cj,zf,rd
2021-01-14 14:30:00,1,ob,uu,ms
2021-01-14 17:00:00,10,xm,sy,p 
2021-01-14 17:00:00,10,ca,b ,hw
2021-01-14 17:00:00,4,xi,vm,df
2021-01-14 17:30:00,3,wm,rv,gx
2021-01-15 08:00:00,6,vc,qb,ez
2021-01-15 09:00:00,10,sn,py,ua
2021-01-15 09:30:00,10,bc,nb,le
2021-01-15 10:00:00,8,fs,bx,xd
2021-01-15 11:00:00,1,kv,dz,b 
2021-01-15 11:00:00,4,ez,ft,em
2021-01-15 11:30:00,10,dw,fb,lq
2021-01-15 12:00:00,4,yd,bk,wr
2021-01-15 14:30:00,3,nu,uf,bc
2021-01-15 14:30:00,8,oq,kt,ps
2021-01-15 15:30:00,3,lk,ua,eo
2021-01-15 16:30:00,8,hj,gk,zz
2021-01-15 17:00:00,8,xw,fm,mk
2021-01-15 18:00:00,1,eh,fw,pr
2021-01-16 08:00:00,10,km,uz,lz
2021-01-16 09:30:00,8,of,pr,lj
2021-01-16 11:30:00,8,er,wj,jw
2021-01-16 12:30:00,4,qm,ok,xe
2021-01-16 15:00:00,7,yv,qq,tk
2021-01-17 09:30:00,1,ul,zc,vz
2021-01-17 09:30:00,10,kr,ga,bj
2021-01-17 09:30:00,4,bc,vu,ax
2021-01-17 09:30:00,8,qj,dk,ae
2021-01-17 10:00:00,6,ti,hq,nq
2021-01-17 10:30:00,4,wt,ze,kj
2021-01-17 10:30:00,6,ld,pu,nf
2021-01-17 11:30:00,10,km,uz,lz
2021-01-17 12:30:00,1,ml,qz,dr
2021-01-17 12:30:00,4,bm,pw,xs
2021-01-17 15:00:00,1,qi,w ,zk
2021-01-17 15:00:00,10,qk,bb,hq
2021-01-17 15:30:00,1,kz,rv,kh
2021-01-17 17:00:00,10,sn,py,ua
2021-01-17 17:30:00,3,di,fe,hk
2021-01-17 17:30:00,4,gu,kk,zn
2021-01-17 18:00:00,10,hd,zk,wl
2021-01-17 18:00:00,7,os,_e,zt
2021-01-18 11:30:00,1,gz,vf,xq
2021-01-18 11:30:00,6,ci,ud,ie
2021-01-18 12:00:00,4,ah,ex,t
2021-01-18 12:00:00,4,mz,bo,pq
2021-01-18 12:30:00,4,rn,_d,al
2021-01-18 12:30:00,6,lv,qr,ql
2021-01-18 14:00:00,10,tl,kg,of
2021-01-18 15:00:00,3,cz,rp,kg
2021-01-18 17:00:00,10,oo,tw,ku
2021-01-18 17:00:00,8,kw,cp,zl
2021-01-18 17:30:00,7,fg,gx,su
2021-01-19 11:00:00,6,zv,hj,fb
2021-01-19 15:30:00,8,ab,rz,t
2021-01-19 16:30:00,10,hd,zk,wl
2021-01-19 16:30:00,4,bc,vu,ax
2021-01-19 16:30:00,6,xr,it,mk
2021-01-19 16:30:00,7,ia,mh,pc
2021-01-19 17:00:00,7,c ,qo,in
2021-01-19 17:30:00,4,bc,vu,ax
2021-01-19 17:30:00,7,oa,ba,el
2021-01-19 18:00:00,7,pn,pu,eh
2021-01-19 18:00:00,8,hl,nz,rr
2021-01-20 08:00:00,8,qj,dk,ae
2021-01-20 08:30:00,6,bp,vy,d
2021-01-20 08:30:00,8,av,ht,qr
2021-01-20 09:00:00,10,jd,dm,xj
2021-01-20 09:30:00,6,jx,sa,vu
2021-01-20 11:00:00,1,bx,ay,xs
2021-01-20 11:00:00,3,mk,wy,el
2021-01-20 11:30:00,4,qq,dx,rx
2021-01-20 12:00:00,6,kr,mh,ov
2021-01-20 14:00:00,3,mt,tg,nf
2021-01-20 14:00:00,3,ht,_u,gj
2021-01-20 14:30:00,4,wu,ic,mt
2021-01-20 15:00:00,8,ek,ct,jz
2021-01-20 15:30:00,3,mj,_j,ii
2021-01-20 15:30:00,3,hl,xg,rl
2021-01-20 15:30:00,8,uo,ql,fl
2021-01-20 16:00:00,6,gl,cy,zw
2021-01-20 16:30:00,8,ek,ct,jz
2021-01-20 17:00:00,4,ep,_i,om
2021-01-21 08:00:00,1,ur,dg,qn
2021-01-21 08:00:00,10,oo,tw,ku
2021-01-21 08:00:00,8,xs,rf,zc
2021-01-21 08:30:00,10,bc,id,ly
2021-01-21 09:00:00,7,_h,bm,td
2021-01-21 09:30:00,4,rh,lo,jq
2021-01-21 09:30:00,8,ut,lc,cn
2021-01-21 10:00:00,6,kw,bq,kt
2021-01-21 10:30:00,1,hr,iw,o
2021-01-21 11:00:00,10,it,je,lx
2021-01-21 11:00:00,10,ib,ig,ix
2021-01-21 11:30:00,3,gw,bl,mw
2021-01-21 11:30:00,6,ah,go,sc
2021-01-21 12:00:00,8,ns,uu,bv
2021-01-21 12:30:00,10,ne,qy,ly
2021-01-21 12:30:00,3,ks,ic,pd
2021-01-21 12:30:00,3,cz,rp,kg
2021-01-21 12:30:00,7,gc,gz,g 
2021-01-21 14:30:00,4,ay,zj,bj
2021-01-21 14:30:00,4,as,aj,yr
2021-01-21 15:00:00,6,cq,v ,iq
2021-01-21 15:00:00,8,ur,uh,mh
2021-01-21 15:30:00,10,af,ir,wl
2021-01-21 17:30:00,1,cb,v ,fh
2021-01-21 17:30:00,8,gb,kc,y
2021-01-21 18:00:00,8,ej,nd,jp
2021-01-22 08:00:00,4,yj,cf,mj
2021-01-22 09:30:00,3,gy,np,nf
2021-01-22 09:30:00,4,ye,ah,tu
2021-01-22 09:30:00,4,ee,yu,he
2021-01-22 09:30:00,8,e ,cd,py
2021-01-22 10:00:00,3,an,xz,iq
2021-01-22 10:00:00,3,xe,ku,ug
2021-01-22 10:00:00,7,sb,k ,y 
2021-01-22 12:30:00,10,wl,df,xa
2021-01-22 15:00:00,10,pu,xl,ns
2021-01-22 16:30:00,6,wt,rx,rd
2021-01-22 17:00:00,7,qp,wa,la
2021-01-22 17:30:00,6,bb,to,ou
2021-01-23 08:00:00,8,ej,nd,jp
2021-01-23 08:30:00,6,to,bw,zh
2021-01-23 09:00:00,1,ak,jg,cp
2021-01-23 09:00:00,10,ib,ig,ix
2021-01-23 10:00:00,8,ag,vj,vz
2021-01-23 10:30:00,7,mx,ro,fr
2021-01-23 11:00:00,10,hd,cc,wl
2021-01-23 12:00:00,1,ul,zc,vz
2021-01-23 12:00:00,8,xw,fm,mk
2021-01-23 14:00:00,8,kt,ps,hm
2021-01-23 16:30:00,3,d ,hx,ee
2021-01-23 17:00:00,10,by,rh,zt
2021-01-23 17:30:00,3,xt,jy,ir
2021-01-23 18:00:00,7,r ,xl,s 
2021-01-24 08:00:00,1,do,us,qn
2021-01-24 08:00:00,3,er,en,wg
2021-01-24 08:00:00,3,_c,pz,ju
2021-01-24 08:00:00,7,ti,qo,xy
2021-01-24 08:30:00,10,se,bj,xm
2021-01-24 08:30:00,7,wa,rm,uk
2021-01-24 09:00:00,1,ey,cr,mk
2021-01-24 10:30:00,10,bq,of,ud
2021-01-24 10:30:00,6,nt,hn,jj
2021-01-24 14:00:00,7,xm,bo,fo
2021-01-24 14:30:00,3,gb,ad,zg
2021-01-24 17:00:00,1,ni,en,mo
2021-01-24 17:00:00,3,qr,vr,zj
2021-01-24 17:30:00,10,ir,sf,ov
2021-01-24 17:30:00,3,wu,vy,jc
2021-01-24 17:30:00,6,qn,vq,vo
2021-01-25 08:00:00,7,oj,zn,tf
2021-01-25 08:00:00,8,ef,na,oz
2021-01-25 08:30:00,1,cp,qy,uc
2021-01-25 10:00:00,10,qk,sf,uc
2021-01-25 11:30:00,4,he,ml,na
2021-01-25 11:30:00,7,es,rk,cm
2021-01-25 12:30:00,7,gh,zv,qo
2021-01-25 14:30:00,10,_w,jz,fz
2021-01-25 14:30:00,6,_z,bj,gu
2021-01-25 15:00:00,3,ym,wu,fa
2021-01-25 16:00:00,8,dw,l ,kz
2021-01-25 16:30:00,1,gm,lu,ph
2021-01-25 17:00:00,4,zj,ze,vw
2021-01-25 17:00:00,4,af,wy,ys
2021-01-25 17:30:00,7,ti,qo,xy
2021-01-25 18:00:00,3,cd,tj,up
2021-01-25 18:00:00,4,yy,hq,oi
2021-01-26 08:30:00,6,nl,hg,mc
2021-01-26 09:00:00,4,ve,_l,fz
2021-01-26 09:00:00,7,xi,ub,vl
2021-01-26 11:00:00,3,aw,my,ev
2021-01-26 12:00:00,3,ae,vh,pz
2021-01-26 12:30:00,4,nf,wx,ev
2021-01-26 14:30:00,10,up,nz,di
2021-01-26 17:00:00,10,bq,of,ud
2021-01-26 17:30:00,10,tl,kg,of
2021-01-26 18:00:00,4,ez,ft,em
2021-01-27 08:30:00,3,rw,_g,qu
2021-01-27 09:00:00,8,tx,kr,sc
2021-01-27 11:00:00,10,bc,nb,le
2021-01-27 11:00:00,8,or,pp,cf
2021-01-27 11:30:00,3,js,yf,u 
2021-01-27 12:00:00,10,jp,lx,lp
2021-01-27 15:00:00,6,_ ,qc,rt
2021-01-27 16:00:00,10,ta,qv,uy
2021-01-27 17:00:00,4,oa,nn,sl
2021-01-27 17:00:00,8,db,jj,ia
2021-01-28 08:00:00,3,sj,pa,lp
2021-01-28 09:00:00,3,wq,dn,fj
2021-01-28 09:00:00,7,lj,ez,cc
2021-01-28 11:00:00,10,m ,qr,ru
2021-01-28 11:00:00,3,gb,ad,zg
2021-01-28 12:00:00,10,rw,pv,w 
2021-01-28 12:00:00,6,mm,zs,sp
2021-01-28 12:00:00,7,vg,ps,qu
2021-01-28 14:00:00,7,kt,zy,ru
2021-01-28 14:30:00,10,ve,xe,kw
2021-01-28 15:30:00,4,mu,ac,fa
2021-01-28 16:00:00,1,c ,yg,ak
2021-01-28 16:00:00,6,xr,it,mk
2021-01-28 16:00:00,8,ep,fo,dj
2021-01-29 09:30:00,10,wv,vu,mi
2021-01-29 10:00:00,3,ts,ju,th
2021-01-29 10:00:00,4,dh,wp,cp
2021-01-29 11:00:00,3,vd,hh,g 
2021-01-29 11:00:00,6,xj,mj,qg
2021-01-29 11:30:00,8,ek,hs,w 
2021-01-29 12:30:00,10,ic,nu,py
2021-01-29 12:30:00,8,vo,je,nb
2021-01-29 14:00:00,4,yv,rq,ma
2021-01-29 15:00:00,6,em,el,ud
2021-01-29 15:30:00,1,at,mn,cm
2021-01-29 16:00:00,3,gi,tn,uw
2021-01-29 16:00:00,4,zv,az,tx
2021-01-29 16:00:00,7,tw,mp,af
2021-01-29 17:00:00,4,ar,da,rg
2021-01-29 17:30:00,10,sz,se,va
2021-01-29 18:00:00,8,vh,pz,s
2021-01-30 08:30:00,10,xm,sy,p 
2021-01-30 09:30:00,3,ts,ju,th
2021-01-30 09:30:00,7,oa,ba,el
2021-01-30 10:30:00,3,fp,eq,vw
2021-01-30 11:00:00,8,fr,up,ls
2021-01-30 14:30:00,10,zn,xj,fo
2021-01-30 14:30:00,7,kt,zy,ru
2021-01-30 15:00:00,6,zk,ar,ou
2021-01-30 17:00:00,1,uz,z ,ei
2021-01-30 17:00:00,10,kr,ga,bj
2021-01-30 17:00:00,4,qm,ok,xe
2021-01-30 17:30:00,6,yg,_q,pe
2021-01-31 08:30:00,8,cn,yj,ap
2021-01-31 09:00:00,1,cp,qy,uc
2021-01-31 09:30:00,7,ds,pt,tl
2021-01-31 10:30:00,1,ej,jo,a
2021-01-31 11:00:00,6,eh,tl,bx
2021-01-31 12:00:00,1,hm,tb,jn
2021-01-31 14:00:00,10,iv,wz,qv
2021-01-31 14:00:00,7,ti,qo,xy
2021-01-31 15:00:00,10,ug,jl,fd
2021-01-31 15:30:00,8,bi,ia,pr
2021-01-31 16:30:00,10,wo,pw,gi
2021-01-31 16:30:00,3,zl,rm,yv
2021-01-31 17:00:00,3,mt,tg,nf
2021-01-31 17:30:00,1,xn,fk,k 
2021-01-31 17:30:00,4,tw,gb,wu
2021-01-31 18:00:00,3,_n,_x,xv
2021-02-01 08:30:00,7,dk,hx,uc
2021-02-01 08:30:00,8,fs,bx,xd
2021-02-01 09:30:00,1,_h,wq,jb
2021-02-01 09:30:00,3,xg,tg,qj
2021-02-01 12:30:00,8,bi,ia,pr
2021-02-01 15:00:00,4,ko,vy,rr
2021-02-01 15:30:00,4,hp,he,ya
2021-02-01 16:30:00,3,_c,pz,ju
2021-02-01 18:00:00,10,aw,ya,wl
2021-02-02 09:30:00,10,te,sg,zp
2021-02-02 10:00:00,7,wa,rm,uk
2021-02-02 11:30:00,3,_ ,ms,cc
2021-02-02 12:00:00,7,mq,aw,kw
2021-02-02 15:30:00,4,cw,yc,jl
2021-02-02 15:30:00,4,yy,hq,oi
2021-02-02 17:30:00,1,ec,mz,jj
2021-02-02 17:30:00,8,_h,zq,yz
2021-02-02 18:00:00,1,ni,en,mo
2021-02-03 09:00:00,3,di,fe,hk
2021-02-03 09:30:00,7,mx,kf,o 
2021-02-03 10:00:00,4,rh,lo,jq
2021-02-03 11:00:00,3,ci,eo,zd
2021-02-03 11:00:00,4,xa,jv,fs
2021-02-03 11:30:00,6,gt,ud,xd
2021-02-03 12:00:00,1,jv,ir,c
2021-02-03 14:30:00,8,zw,pt,cz
2021-02-03 14:30:00,8,hu,nh,ow
2021-02-03 15:00:00,1,ey,cr,mk
2021-02-03 15:00:00,1,uh,vp,kq
2021-02-03 15:00:00,3,bc,db,rs
2021-02-03 15:30:00,7,wi,ti,qd
2021-02-03 16:30:00,8,fs,bx,xd
2021-02-03 17:00:00,10,em,td,jd
2021-02-03 17:30:00,3,ks,ic,pd
2021-02-03 17:30:00,6,wx,ws,xq
2021-02-04 08:00:00,10,df,bc,zf
2021-02-04 08:30:00,10,lq,dm,tb
2021-02-04 08:30:00,4,ou,xu,hr
2021-02-04 09:00:00,3,ey,sc,z 
2021-02-04 10:30:00,3,fk,ll,d 
2021-02-04 12:00:00,7,yp,wm,eu
2021-02-04 14:00:00,1,_m,a ,zb
2021-02-04 14:00:00,3,pm,yp,dn
2021-02-04 14:30:00,1,au,po,um
2021-02-04 14:30:00,10,vz,qk,qs
2021-02-04 14:30:00,3,gy,np,nf
2021-02-04 15:30:00,10,tl,kg,of
2021-02-04 16:00:00,10,lo,tv,ut
2021-02-04 16:30:00,3,dv,bg,zm
2021-02-04 17:00:00,10,eg,nq,kl
2021-02-04 17:00:00,6,jx,sa,vu
2021-02-04 17:30:00,10,nj,uy,kt
2021-02-05 08:00:00,1,it,az,lc
2021-02-05 08:00:00,6,pk,xe,hb
2021-02-05 08:30:00,7,mx,to,xl
2021-02-05 10:30:00,8,vh,pz,s
2021-02-05 11:30:00,10,vq,q ,sp
2021-02-05 12:30:00,3,gb,ad,zg
2021-02-05 14:00:00,1,ec,mz,jj
2021-02-05 14:00:00,4,rc,yd,ek
2021-02-05 14:00:00,7,nm,rz,nn
2021-02-05 14:30:00,6,id,mv,s 
2021-02-05 15:00:00,8,ag,vj,vz
2021-02-05 16:30:00,10,nl,ss,cr
2021-02-06 08:00:00,7,ae,uv,vc
2021-02-06 08:30:00,3,rg,wn,wg
2021-02-06 09:00:00,6,vj,pq,pj
2021-02-06 09:30:00,10,na,_x,aj
2021-02-06 09:30:00,10,vq,q ,sp
2021-02-06 10:30:00,1,ny,ut,kb
2021-02-06 10:30:00,10,uz,bg,xr
2021-02-06 10:30:00,3,za,dj,jd
2021-02-06 14:00:00,6,gu,hf,v
2021-02-06 15:00:00,6,wu,xm,xs
2021-02-06 15:30:00,1,gz,vf,xq
2021-02-06 16:00:00,4,fu,df,os
2021-02-06 17:00:00,1,gm,lu,ph
2021-02-06 17:30:00,4,fe,qc,yb
2021-02-06 17:30:00,4,as,aj,yr
2021-02-07 08:00:00,4,ye,ah,tu
2021-02-07 08:00:00,6,pi,lv,mz
2021-02-07 09:30:00,6,nm,ie,zx
2021-02-07 11:00:00,3,pl,ud,ul
2021-02-07 11:00:00,7,oj,hq,uh
2021-02-07 11:00:00,8,be,lt,ey
2021-02-07 11:00:00,8,pl,za,zm
2021-02-07 12:30:00,1,cb,v ,fh
2021-02-07 12:30:00,7,mq,aw,kw
2021-02-07 14:00:00,6,nl,hg,mc
2021-02-07 15:00:00,10,xg,ui,rf
2021-02-07 15:30:00,3,ae,vh,pz
2021-02-07 16:00:00,10,oo,tw,ku
2021-02-07 16:00:00,4,cm,dr,ri
2021-02-07 17:00:00,10,_ ,ji,ep
2021-02-07 18:00:00,3,jv,eo,ch
2021-02-08 08:00:00,4,ir,se,oh
2021-02-08 08:30:00,6,mp,rt,oa
2021-02-08 08:30:00,7,ds,pt,tl
2021-02-08 09:30:00,1,c ,yg,ak
2021-02-08 12:00:00,7,uv,uu,wd
2021-02-08 14:00:00,1,qy,go,uf
2021-02-08 14:00:00,10,yr,hj,ol
2021-02-08 14:00:00,6,do,kd,vh
2021-02-08 14:30:00,1,hx,wq,ch
2021-02-08 15:00:00,8,er,gy,zu
2021-02-08 15:30:00,4,pm,pc,vy
2021-02-08 16:00:00,6,we,kh,ge
2021-02-08 16:30:00,4,lw,ff,hs
2021-02-08 16:30:00,7,lb,us,qj
2021-02-08 16:30:00,8,hj,gk,zz
2021-02-08 16:30:00,8,b ,gw,mp
2021-02-09 08:30:00,4,bd,uw,nq
2021-02-09 11:30:00,10,wk,fr,jk
2021-02-09 11:30:00,8,jy,nr,ni
2021-02-09 12:00:00,8,om,nw,ij
2021-02-09 12:30:00,4,tk,gu,kc
2021-02-09 12:30:00,8,fl,hl,ua
2021-02-09 14:00:00,4,zj,ze,vw
2021-02-09 14:30:00,10,gy,js,mg
2021-02-09 16:00:00,10,ia,yo,yf
2021-02-09 16:00:00,10,uz,bg,xr
2021-02-09 16:00:00,3,wm,rv,gx
2021-02-09 16:30:00,4,aq,yf,j 
2021-02-10 09:30:00,4,wa,tf,iq
2021-02-10 10:30:00,8,ut,it,vr
2021-02-10 11:00:00,3,yl,ee,qj
2021-02-10 12:00:00,4,he,vh,mh
2021-02-10 12:00:00,7,n ,bg,gc
2021-02-10 12:30:00,1,mv,qe,bc
2021-02-10 12:30:00,4,rl,fv,ds
2021-02-10 15:00:00,7,bt,bm,or
2021-02-10 15:30:00,4,jb,yo,hs
2021-02-10 15:30:00,6,zk,an,wx
2021-02-10 17:00:00,10,tc,hz,lw
2021-02-10 17:00:00,7,g ,mj,bv
2021-02-10 17:30:00,10,_c,oa,mo
2021-02-11 08:00:00,1,vm,zc,um
2021-02-11 08:00:00,4,aq,yf,j 
2021-02-11 08:30:00,7,mn,cb,fm
2021-02-11 12:00:00,8,gb,if,xp
2021-02-11 12:30:00,4,vt,on,ot
2021-02-11 14:00:00,10,uz,bg,xr
2021-02-11 14:30:00,3,cx,vd,vr
2021-02-11 14:30:00,4,lw,ff,hs
2021-02-11 16:30:00,4,ko,vy,rr
2021-02-11 16:30:00,7,mx,ro,fr
2021-02-11 17:00:00,8,bi,ia,pr
2021-02-11 17:30:00,1,qr,jv,ly
2021-02-12 09:30:00,6,zb,gh,ve
2021-02-12 09:30:00,7,rl,ke,jw
2021-02-12 12:30:00,4,ir,se,oh
2021-02-12 14:00:00,1,_z,mq,lq
2021-02-12 15:00:00,10,af,ir,wl
2021-02-12 15:00:00,6,oo,fd,cp
2021-02-12 16:30:00,3,vd,hh,g 
2021-02-12 16:30:00,8,ut,lc,cn
2021-02-12 17:00:00,4,yd,bk,wr
